id,name,following,follower,article,word,like
3c5595f495f6,小米高,76,58,16,1498,156
e6d6fe8952ad,伏宝震,117,80,300,342499,344
ac4d199e984f,墨梅书香,82,82,61,44280,162
967ad7d742e3,智乐园,1905,743,96,105409,769
ab30f844c41e,美遇生活美学,135,221,121,500966,229
844402625812,端弘,45,54,17,18787,114
4e76c14e6348,龙马牛及,1063,1180,15,40625,942
86706473dfca,林安泽小姐,12,24,13,50745,49
f27626eef698,锐也,26,3170,31,52549,4143
57d0b7e11fa8,linwood,1158,3766,161,355156,9223
b8f2e273f810,踏花归来倚仗自叹息,594,1079,99,25079,7101
296e877d9b7e,fulgurant,773,1145,2,831,403
ea31e69b0854,米宝日记,428,871,126,159493,2415
b4a5d5382a2d,诗酒赴年华,414,211,42,15498,241
0186a463a346,晨曦红,108,48,16,34025,93
7e680fed8b18,明志文化追梦,327,73,9,4180,91
7886cd7da46e,醉美长安,253,3347,151,68508,17672
69ff2fb2b63e,夏听蝉声,284,213,31,20652,624
c44fba286aff,池塘柳,132,833,162,147091,1020
cf7ef12f77a6,一念花开花满径,756,793,24,14441,1920
7c605e86968e,屿木,423,1009,974,931646,7097
ba537e2a6aab,Sophia安然,899,1095,339,169223,8664
9ba04bca9b03,生身于世,17,41,14,6833,122
86e393fb31f0,凨裳水珮,56,18,41,51407,68
dae84357e04e,读写人家,353,248,379,443468,558
e1309a786b16,另一个陈易,117,1272,48,114953,2696
8e6801fba48f,果冻小小西,85,201,17,48655,685
fcea8dd036f2,南城笛柳,7,10,6,816,37
6436e609783f,小蚂蚁的远方,960,405,30,44356,296
ffcce22d8ef9,若言莫凭栏,1055,1394,63,122836,2297
bc12916a527f,大花猫猫,209,1407,213,126689,9882
7e420a9e87ef,小不点思记,81,146,89,174065,131
a74360e4bcc1,树ssy,26,269,43,62490,92
c630305f6c8f,梦影3,605,337,250,237786,784
6cf926081085,流泥,49,21,13,9293,57
1db7afea1481,刘晓彬医生,32,41,141,123516,149
4dceb878b0ce,衣诺双鱼,532,157,62,56280,219
1e5f1875ebb2,无双小姐,16,186,3,5249,479
860c620a7646,梅绽雪,277,204,86,89718,932
de5dfa0765fa,凡夫555,161,82,84,19651,451
31f02dabf9c7,sky之宿,140,28,28,16760,46
5b3f840f7d52,鱼桥君,33,30,7,18068,26
4cb58faae058,教头,136,637,61,119882,1575
84fd172ac648,芬芳的涟漪,562,1192,103,3612,10381
503afe7fe536,白于斯,66,19,43,79385,60
1ec069587fe2,加加_2a9b,59,12,110,34358,26
0fdabf4dc6e8,独秀郛邑间周福华,73,812,456,177869,5816
5656ac109aa7,j创生,583,683,13,2505,443
61ec7f143fe8,携梅,542,576,171,94975,3673
6d4b7d8b04ce,许小影,144,97,37,40142,424
923d31cbdcfe,笔若,1159,23595,353,226646,42107
38e00516c2f0,锦瑟酉娴,51,325,48,94518,1789
413923dc9101,一目国,31,19,29,26094,98
34d172549279,望穿一池秋水,675,628,157,112581,3128
009d249af9eb,山中晓柯,151,546,88,22711,4023
a44a85b99aac,汤妮,107,51,24,14016,90
2b148313cd7c,想写点人生感悟,51,27,16,12999,20
3dbf97e09c03,追风少年爱回家,77,35,37,16970,72
9e1f68d8431f,李锴zwfy123,410,117,170,73709,77
961ed33db1d2,姚小飞,102,24,28,35912,41
a90dc46f6099,Allibilly,14,28,4,7716,105
eab52bcb47d3,呱呱鸟,869,2260,188,263464,10390
6810a6332de9,梅拾璎,31,17020,101,237944,21089
89d465f2b673,春生秋落,1764,685,37,13403,395
36fb885ca0b6,巧手妙语,1482,4001,141,179419,3655
ace7cfc82523,Mz杨景天,108,31098,61,24661,4970
e168f5c3d596,郝彦芬,174,115,128,67656,266
11d1048cc88d,芳菲_fe,26,28,19,25773,108
9546522c5c3e,厨房养生,806,910,57,37808,231
7afd62d4284a,高黑,350,1167,82,237640,904
7ecb7d4841d2,鲜宇夫,1517,638,378,81745,2253
d9894741c9e1,今夜独眠,377,231,23,62014,547
131bf3c01874,下一个裂变,56,80,16,14173,231
5f3e9b6e22f7,文江蓉,95,39,69,65118,105
e95cbc67a2cb,职业生涯规划陈教授,51,127,311,122906,70
843c77f48dcf,安康上,43,20,12,11057,20
81bb3bf7395c,恬蜩,27,15,24,8357,56
0bbe66b98219,许继光律师,67,38,56,4813,92
392c4eed4fc3,武商路漫漫,577,821,193,139024,5922
56dbbd90e1da,曼珠沙华_5eba,134,15,20,20853,28
6a72b9750950,笑寒_7ab1,137,59,92,119128,229
0c009a6ce1f6,叶落无声bxy,58,17,56,31756,15
5477ec3445e6,沂蒙小哥_c06e,109,139,88,42008,832
6a8ef911a835,风中的苇草,248,113,13,41063,160
d8e58d7e2543,李树身,459,183,92,153725,345
25b90e4d5c23,一个人的历史,46,155056,326,618722,3353
3f82efc3341d,月涌河畔春树生,84,56,34,3472,175
a6c3c59cd379,成长中的孤独患者,181,294,53,34882,736
77c51453d649,大恩不言谢,83,149,41,109588,285
659d77ab1aa0,笑行天下,167,55,20,20321,121
7a970c0a9cea,Pretty傅傅儿,18,30,31,44919,150
3f7f8778b91d,飞生,318,135,158,345268,349
030fff7177fd,乡野美食,101,35,37,23781,237
b65258382dda,追谷,215,127,15,33018,600
7907eb12a3ae,1韬小哥哥,635,789,23,41682,703
1c3c9f7aef6e,因为慈悲所以冰清,594,264,127,104066,554
924f8fe5c07a,润树,140,176,184,56041,671
2460c3df04df,美如画_5186,29,11,6,5360,7
b89a5573b453,多多的爸爸就是我,125,50,130,160397,137
5e98ef09cfa9,君度星,1228,731,139,36183,1914
21ebd6a75911,湖北立春,21,278,43,496781,218
c24fc9d7ce7f,北冥南疆,574,395,34,77117,1452
386e44a1efaa,清澈的北风,80,58240,44,86453,4577
0adfd7bd3b8c,大翎爱写字,56,8328,67,90357,414
c51fadbfff00,在下行之,13,26573,192,495986,45133
c7a0054eac90,碧玉生烟,283,251,21,20747,343
d2aac2bffd04,三余小堂,942,294,128,95837,298
6f32c59134db,欣欣然的百花园,339,159,59,68387,236
30468f4a852c,安居之,334,251,1060,190776,3033
7fecd88c2076,时光海岸526,648,325,100,84846,1941
ecdd3540f966,相简恨晚,97,192,68,90845,234
bef1072bab2f,潇湘笔,168,16954,164,339126,4880
7b23e0bfb38a,生当若水,313,411,63,170961,533
f855d7cf4471,艾玖先生,72,724,31,48686,817
c221c2eee586,知否知否我爱你,73,29457,296,469374,23370
fc446f1314b5,陕西丹凤方博,862,300,36,48269,584
a10e1bd17b64,淡水泉,68,2908,3,5032,3817
2c09725a5e6a,文书九段,492,3609,39,82928,5941
0ded7d1aa2dd,寒江渔者,90,47,1,1451,177
f2f9fc5157b5,今唱清凉歌,110,618,125,15421,5938
d9a33138cea0,简书新华小颜,282,307,2,6832,187
57269a4ae754,何小竹,148,221,46,47776,520
b0472093f44d,爱吃土豆的两只牛,27,186,231,189435,649
f9ff08d8b8c6,3小时,649,750,133,25221,1000
c8e2f6ab30ee,雨梦婷霏,311,107,6,8401,131
8d6845f638d6,MG只是半个书生,77,164,34,35528,1189
f79de69d59e3,虬田,358,32208,121,320804,23397
e6c449af0a1a,心芬芳,209,9505,196,430159,14318
ab8c406674b6,木易苍苔,76,161,238,696331,1139
8dcdf85b381b,熏衣草的清香,864,64676,154,331934,8761
7efecde91097,素白_,168,572,73,25219,2983
8c69e0a38073,BALANCERRS,1,8,0,0,0
62c5ce25e99e,艾小夕说,70,37,47,39534,66
4b262d85aa4a,微湖阿满,33,26,43,64702,62
0d867068f0b6,白衣小潘安,104,35,54,30645,134
20023f41f5c4,风云叟,640,11428,246,237976,6103
c7dfb86caf51,胥永强,1684,1500,61,50735,1095
2373f965b92c,湘梅子,73,104,42,26565,452
8436930e3caa,醉墨笙箫,1191,1478,68,13455,2147
f3427ffd1814,木叶1989,123,57,25,43883,88
63f6649423ea,枝间花语,13,15,27,14012,27
48c9c3a92cdd,蒲公英521,84,103,45,66476,221
6fe8486f8e5a,用书派,1747,1646,77,132236,372
54b348ad75ef,i悠悠,47,17,22,26563,47
fe8b8118ffa6,凡淞,116,139,64,110844,760
2fe9c6bddfaa,抽屉里的爱情,335,366,44,37448,596
d2b3514e5d6d,大丰吴东明,832,423,75,15425,1160
8982f1264513,红豆半颗,140,152,47,43274,450
b7e699a12268,安妮的成长日记,127,355,79,76896,721
3d37c404ab0f,沧水尘鸢,11,39,11,7003,124
67313c5c5f69,楠玥鑫,231,129,24,32772,199
a0752c939e64,八月的幸子,188,1297,23,52390,574
5d3498b7e49a,地球最后的夜晚,812,268,268,51809,1175
dffce995675d,西有记,303,2666,21,107588,387
885e4aa7e6d9,义乌之狼,254,487,276,348866,524
e3f979e2da0c,韩大壮,27,52,3,5113,193
8722dfdf5055,红毛情,574,302,32,5169,452
4c5350a66b94,林剑8871,108,64,19,37972,72
da32b5869fc9,萧肖的一棵树,56,82,43,33151,491
a31a04b8488b,李兴华女16,20,47,71,56119,170
363240dbf3c1,稻草人_三木老妈,1000,1707,98,105447,13047
4e88dea9be14,Jessie豆,408,330,255,63717,2479
3460cde5bd13,世界很美正好友空,142,93,30,36971,271
34adb5dcbafa,桐妮子,841,312,22,19568,242
b85f7b06e079,AAA姚先生,885,294,36,28093,156
54dd572c323a,王浴海,1435,696,210,312230,1627
5307f194edc1,蘇柏亚LV,844,1075,48,45183,1026
08a61a12f17b,Dengshan登山,357,551,111,122962,888
27588dd50195,山妹子_7bf3,904,755,12,2851,816
274cb7f3a737,钰海起航_597f,500,122,66,29466,102
e10eb2644232,海杯子,111,49972,114,206219,1665
08965df819cd,AK紫凝,54,164,144,139372,232
58cbea5fbe6b,君诚食品刘海存,550,167,56,38202,344
3c3258144892,不堪回首的过去,164,61,41,9702,119
27e9fda24c1e,兰娘娘,37,190,29,67842,259
09335400d4c8,蔚蓝的天空_68af,200,85,9,11404,137
3780f8948950,夜静雅之光,142,47,11,15128,106
c749da1bd4b9,猎人无忌430,291,111,93,116260,220
32fa8c4d9e81,秋未完,197,470,212,93611,2939
d66e9b128544,四叶草的泪水,74,26,125,75913,295
8a4a2b8c9d3d,陈良心,250,974,69,313354,5267
404f3b1905f2,心灵育儿妈妈,107,71,215,143547,125
4ec946772044,素年清时,917,1121,224,145237,6203
701effe0a113,白洁小屋,7,82,32,30110,327
303ee2c6a10d,人生何处不是修行,711,808,79,14004,2266
ff60700cdc57,任铁玲,815,833,39,59091,2950
4783a010d632,丸子的向往,68,41,13,16843,64
19a73f3c94fb,小种79静待花开,524,137,51,52340,76
32d41940afd5,依達康爾,1492,936,43,6576,1913
b17881cba5d1,云儿轻轻飘,490,263,85,38767,892
97b7f5eb67cf,林家妈妈,50,23,37,53764,105
6d5490313c07,风光美景888,967,458,132,143209,888
e9e19425ebf4,今天会比昨天好明天会比今天好,433,713,41,85715,2415
4d041cd56524,梅花之子,179,104,41,43278,363
0e53f2f6145e,一潇而过,468,292,113,167746,385
630d4b1659e8,一丛兰,593,1107,451,33802,22136
e839743efa3c,垄上行_2d5b,21,20,7,8463,28
868b0e87d85c,临秋临梦,716,736,69,67237,626
c6e52b7f7f08,一朴乙信,99,143,108,175413,325
f41c13093673,昱心,262,324,32,46078,219
94593fcde705,_张子默,187,98,44,19233,187
8cc9c53232fd,傲慢的小秋菊,115,54,154,59282,227
b7895d5858f6,夕雅y,128,2281,172,25988,26534
e324452873fc,秋和风,468,574,11,8064,459
7ee860ee7b12,风铃草_,854,95660,171,232169,10774
de3a7acb2d64,云卷云舒yunJuan,9,626,100,107259,2041
4731e1b85a58,拙笔绘,53,68,7,9859,118
f00abf2c5070,Daphne17,176,141,58,17080,554
3472b20b49e3,舒心的话,190,197,88,46919,872
7358f9dca9b3,静定如常,321,54111,101,235091,12481
009eac2d558e,麦家陪你读书,0,85061,383,1010504,34758
86e5c29f5b4d,晨放,234,134,23,8098,351
a6af7bed460f,周卫英,709,1261,570,735093,7523
83342e4aeaa3,枫蕊,810,119254,131,284199,7378
46abcf684093,无戒,77,66651,488,1010356,64712
4f8710b383af,乐之读,20,30457,126,413871,24129
1b61ecbf7056,仙泉,119,65,53,118118,182
ef45e9fb391c,谋云九幻,287,513,30,7220,1397
ba28f71f9864,蝈蝈2018,843,2814,86,213112,15041
b63ead8076a7,陈雨池,1051,1155,183,701572,5852
4bf44bf97004,深涧幽兰_幽兰,800,804,92,28935,3388
7411cf076391,江湖一只羊,177,95,5,5295,124
d4a2d19207eb,暗香如风,558,577,81,29414,1856
8361470b1ddf,识花蜻蜓,116,382,111,301907,1347
9e1b98344bca,青语书生,75,413,89,13497,2804
982e7248e2a2,南柯420,33,137803,111,194719,1694
879cd38a5679,花海洋,826,484,176,108307,585
cb53aba1548f,陕县2307刘宏铎,342,254,44,25653,419
b1fbd6474b8a,听雨轩随笔,318,139,49,79917,279
1dfbeedad44d,秦岭树,215,4103,78,28473,32069
db1d4cc5f38a,刘漪雯,514,248,18,5765,258
a061adefb068,阿里方方,1589,784,1,1226,342
cf25dcd83f26,太秭帝,1344,5398,146,281151,16988
246a50b94924,幸好我还有我,883,386,22,12369,383
ba5285299ccf,大龄文青女,555,2176,65,98857,2534
8dd9cce73875,易经文字易名张艾溧,310,159,47,49719,167
bc51a91cf523,麦朴,82,184,83,114163,1015
973f36fb368d,阿杜_1950,125,97,32,13047,454
45e1356a0c6d,山有木兮木有枝_260a,109,65,67,43955,304
454ef56ac738,老麦2018,55,91,134,166998,426
fa86977a6b7e,静夜孤灯,673,1559,22,9998,2292
bbc4648002e4,白马关上人,530,248,45,8464,333
4980a26268c2,兔子的人生,73,47,11,4623,101
5a1b714940b7,lixin0528,677,215,7,4734,113
31ef8308079f,怀瑾_0dfc,716,249,20,13399,171
5dbf62f4e543,小卜姑娘,270,600,101,113454,2811
a2c5a47f6aa5,潇潇雨疏,707,1664,119,19114,7727
b79a00e742ac,老温的囬忆,778,357,34,13379,593
3a1ba05d1ced,欧阳赫瞳,1016,3830,89,111943,3560
a25566965d15,快写手侠客,1352,412,33,43056,346
2fa892f5d613,马骥北,314,4600,75,16043,5083
2fcb449ccbcd,一声雷_88,741,204,33,23082,131
9c46aba7f6a2,欢喜慈悲,302,109,89,74843,108
80e9086e59a1,朗里个郎,230,58,17,3136,78
171bf69dbb42,梦想2050,988,4008,348,493093,6789
58e266a8dd6e,安小妹的杂货铺,985,471,65,119204,668
bd57a1abf119,你若安好便是晴天_1006,104,126,123,34316,441
0985cbc9da57,爵梦依旧,490,132,26,6541,108
9c2000a123cb,咖啡遇茶,377,428,14,31397,1724
784c285ad48b,爱宁子,360,1027,117,152584,1266
f7d42e38d5b0,暖燕,151,50,10,25997,99
1980f00a869a,西瓜皮柠檬片儿,925,1100,11,36949,478
ac35806b689b,沙沙的故事,344,303,31,35946,613
f2bba028f253,海狮子,117,132,24,32080,226
0fd04da9b701,背后国文,1039,171330,421,704837,1590
1fc04ef0bf76,刘鹏的简书,146,64,81,55895,247
5f61466da1ea,青小鸟,283,723,112,233503,6124
fc47cab2629a,林柯榕树下,97,1044,157,190150,5566
bccc131f5322,1白水鉴心,529,369,10,12650,251
8f02fea93012,裸漫,196,248,35,20380,860
c486182d8832,Mr_坤先生,61,105,34,22361,217
6acd594943aa,一粟姑娘,439,449,49,58135,827
c8d688e3592d,邱士舰,808,2603,93,184179,11393
6a7341d823f8,天使爱美丽_6039,787,434,2,1114,99
a5063f13cd30,但见归去来,157,118,42,150524,440
84d10b582195,大小白杨,1523,17736,112,210381,3511
f1d5744d33bc,秀坤宜,736,571,97,107079,2821
7f6d1a5262bd,漫天萤火,390,480,48,13114,2265
cc3d0691727a,玉儿婶婶,1618,2090,78,133668,3441
68b2e7d44a8a,无求品自高,748,590,162,304501,2151
894f3bbc9846,银蕨之约,514,749,113,143702,5485
f87af5a134e8,素我直颜,858,477,30,50422,387
50c96a53c4aa,孤单的飞鸟,393,377,4,11937,309
3bef051f55a1,小喵静莉,542,2764,93,148758,23018
948353256746,海边守望者,191,105,112,252052,256
b750de51b871,秋叶之凉,857,401,128,121226,1300
80a6c79c1cd5,风明读书,258,415,285,307833,1988
b40115593533,陌何佳影,64,25,18,2339,26
9edce2acc595,西溪赵,116,114,30,56854,368
e1b2db6fd26f,古白羽,337,815,147,78709,686
a7d497550bf4,唯有学习改变人生,154,55,2,8101,16
ff279129f6a0,笑问醉月,796,605,29,69794,330
02c2478d65a7,志在悠然,441,188,3,4166,27
29216c9692f9,秀儿姐姐,578,638,17,7712,585
da27acbd8df5,笛落涵,800,975,37,94709,1064
198afef4432d,大卫和保罗,844,659,10,45971,181
4d70b2bba306,泥巴一一龙凤楼主,606,4929,406,755344,21590
7d9ca6f531da,浪花腾月,269,168,66,7613,492
8bfc4aed0691,阳阳老西,905,440,32,40182,263
115d765f9e15,郭大牛,1689,1333,1079,220304,29816
f2f944edf316,林海之蓝,597,659,223,38063,5265
74bd1b66b59e,三尺之见,189,67,13,12590,64
24b18b434873,贺子墨,358,329,317,132242,2915
ac975a2d393f,真情似水,769,609,14,28658,2000
0a13a5cef8a2,夏日_a4ac,802,503,38,26245,632
65a59d1a7767,腾空万里,691,19838,68,249371,1614
09e6aa01c784,东方灵月,250,71,27,2831,144
20edc6b3ecd9,慕音儿,1122,449,31,5806,334
36504890d399,姬斌斌,97,632,19,2070,1630
c1734987a094,安静的骆子,1654,4501,120,285739,6706
edc4903f7c42,杏话微语,266,282,38,41634,968
ec8379ca7687,拜泉0127孙树彪,818,363,46,36778,159
dd0b53b236d8,阿蓬阿霞,1193,1066,109,139106,3696
62478ec15b74,怀左同学,16,108028,408,751412,165576
77bbd85a225b,张越兮,502,625,68,131979,941
fed6c21d1004,斗米咀,35,11,6,5444,6
3c5581e43321,乌龟牛牛,374,538,47,60649,2044
cd34879b1e8c,阳光206,81,20,25,29816,20
4dba50f04b8f,落楼听雨,7,4,0,0,0
7fefd777c214,东炫元芳,6,4,0,0,0
524a9800c52a,波普董健身,58,7274,161,218687,1734
7a5497d49159,湘西天尊山道人,11,82,75,187289,199
